ParticipantName,[data quality]Value,[Gender]Value,MediaName,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,AOI[A]Hit,AOI[D]Hit,AOI[G]Hit,AOI[J]Hit,AOI[B]Hit,AOI[E]Hit,AOI[H]Hit,AOI[K]Hit,AOI[C]Hit,AOI[F]Hit,AOI[I]Hit,AOI[L]Hit,AOI[M]Hit,AOI[R]Hit
P2F,>70%,Female,WPW.jpg,57,,Fixation,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,57,,Fixation,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,57,,Fixation,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,57,,Fixation,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,57,,Fixation,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,,75,Saccade,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,,75,Saccade,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,,,Unclassified,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,,,Unclassified,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2F,>70%,Female,WPW.jpg,,76,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,1,,Fixation,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,1,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,2,,Fixation,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,2,,Fixation,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,2,,Fixation,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,2,,Fixation,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,2,,Fixation,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,2,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,2,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,2,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,2,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,3,,Fixation,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,3,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,4,,Fixation,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,4,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,5,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,5,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,5,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,6,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,5,,Fixation,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,7,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,6,,Fixation,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,8,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,9,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,7,,Fixation,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,10,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,11,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,8,,Fixation,738,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,9,,Fixation,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,,12,Saccade,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3F,<70%,Female,WPW.jpg,10,,Fixation,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
